2026-02-09 19:18:29 | INFO     | utils                | crear_datos_aventura | 🎲 Iniciando generación de aventura
2026-02-10 20:28:49 | INFO     | utils                | crear_datos_aventura | 🎲 Iniciando generación de aventura
2026-02-10 20:28:49 | INFO     | utils                | crear_datos_aventura | Setting: una torre infinita donde cada piso es un ecosistema distinto
2026-02-10 20:28:49 | INFO     | utils                | crear_datos_aventura | Estilo: EDAD PRIMIGENIA
2026-02-10 20:28:49 | INFO     | utils                | crear_datos_aventura | Paso 1/3: Generando personajes...
2026-02-10 20:28:49 | INFO     | utils                | generar_con_ia  | Generando contenido con IA (JSON=True)
2026-02-10 20:28:59 | INFO     | utils                | generar_con_ia  | ✓ Respuesta recibida de Ollama (1917 caracteres)
2026-02-10 20:28:59 | INFO     | utils                | generar_con_ia  | ✓ JSON parseado exitosamente
2026-02-10 20:28:59 | INFO     | utils                | sanitizar_pj    | Sanitizando personaje: Elara
2026-02-10 20:28:59 | WARNING  | utils                | sanitizar_pj    | Clase no reconocida 'Maga', usando 'Guerrero' por defecto
2026-02-10 20:28:59 | WARNING  | utils                | sanitizar_pj    | Stats faltantes para Elara, generando aleatorios
2026-02-10 20:28:59 | INFO     | utils                | sanitizar_pj    | ✓ Personaje sanitizado: Elara (Guerrero Nv.3, HP:31, AC:16)
2026-02-10 20:28:59 | INFO     | utils                | sanitizar_pj    | Sanitizando personaje: Grom
2026-02-10 20:28:59 | WARNING  | utils                | sanitizar_pj    | Stats faltantes para Grom, generando aleatorios
2026-02-10 20:28:59 | INFO     | utils                | _generar_url_imagen_personaje | Usando estrategia especial de imagen para enano: Grom
2026-02-10 20:28:59 | INFO     | utils                | sanitizar_pj    | ✓ Personaje sanitizado: Grom (Guerrero Nv.3, HP:19, AC:16)
2026-02-10 20:28:59 | INFO     | utils                | sanitizar_pj    | Sanitizando personaje: Lysandra
2026-02-10 20:28:59 | WARNING  | utils                | sanitizar_pj    | Stats faltantes para Lysandra, generando aleatorios
2026-02-10 20:28:59 | INFO     | utils                | sanitizar_pj    | ✓ Personaje sanitizado: Lysandra (Explorador Nv.3, HP:31, AC:12)
2026-02-10 20:28:59 | INFO     | utils                | sanitizar_pj    | Sanitizando personaje: Thorne
2026-02-10 20:28:59 | WARNING  | utils                | sanitizar_pj    | Stats faltantes para Thorne, generando aleatorios
2026-02-10 20:28:59 | INFO     | utils                | sanitizar_pj    | ✓ Personaje sanitizado: Thorne (Bardo Nv.3, HP:27, AC:9)
2026-02-10 20:28:59 | INFO     | utils                | crear_datos_aventura | ✓ 4 personajes generados
2026-02-10 20:28:59 | INFO     | utils                | crear_datos_aventura | Paso 2/3: Generando historia ENRIQUECIDA...
2026-02-10 20:28:59 | INFO     | utils                | generar_con_ia  | Generando contenido con IA (JSON=True)
2026-02-10 20:29:56 | INFO     | utils                | generar_con_ia  | ✓ Respuesta recibida de Ollama (9822 caracteres)
2026-02-10 20:29:56 | INFO     | utils                | generar_con_ia  | ✓ JSON parseado exitosamente
2026-02-10 20:29:56 | INFO     | utils                | crear_datos_aventura | ✓ Historia generada: La Torre Infinita
2026-02-10 20:29:56 | INFO     | utils                | crear_datos_aventura | Paso 3/3: Agregando URLs de imágenes...
2026-02-10 20:29:56 | INFO     | utils                | crear_datos_aventura | ✓ Imágenes agregadas
2026-02-10 20:29:56 | INFO     | utils                | crear_datos_aventura | 🎉 Aventura generada exitosamente
